0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
20   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /home/transmart/transmart-miktmc/transmart-data/solr/contexts at interval 0
25   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /home/transmart/transmart-miktmc/transmart-data/solr/contexts/solr-jetty-context.xml
63   [main] INFO  org.eclipse.jetty.webapp.WebInfConfiguration  – Extract jar:file:/home/transmart/transmart-miktmc/transmart-data/solr/webapps/solr.war!/ to /home/transmart/transmart-miktmc/transmart-data/solr/solr-webapp/webapp
1093 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
2223 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.handler.loader.XMLLoader  – xsltCacheLifetimeSeconds=60
2223 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.handler.loader.XMLLoader  – xsltCacheLifetimeSeconds=60
2223 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.handler.loader.XMLLoader  – xsltCacheLifetimeSeconds=60
2224 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.handler.loader.XMLLoader  – xsltCacheLifetimeSeconds=60
2224 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.handler.loader.XMLLoader  – xsltCacheLifetimeSeconds=60
2224 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.handler.loader.XMLLoader  – xsltCacheLifetimeSeconds=60
2237 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.core.SolrCore  – Hard AutoCommit: if uncommited for 15000ms; 
2237 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.core.SolrCore  – Hard AutoCommit: if uncommited for 15000ms; 
2237 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.core.SolrCore  – Hard AutoCommit: if uncommited for 15000ms; 
2237 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.core.SolrCore  – Soft AutoCommit: disabled
2237 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.core.SolrCore  – Soft AutoCommit: disabled
2238 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.core.SolrCore  – Soft AutoCommit: disabled
2240 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.core.SolrCore  – SolrDeletionPolicy.onInit: commits: num=1
	commit{dir=NRTCachingDirectory(org.apache.lucene.store.NIOFSDirectory@/home/transmart/transmart-miktmc/transmart-data/solr/solr/browse/data/index lockFactory=org.apache.lucene.store.NativeFSLockFactory@2c7a9ed6; maxCacheMB=48.0 maxMergeSizeMB=4.0),segFN=segments_1,generation=1}
2240 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.core.SolrCore  – newest commit generation = 1
2240 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.core.SolrCore  – SolrDeletionPolicy.onInit: commits: num=1
	commit{dir=NRTCachingDirectory(org.apache.lucene.store.NIOFSDirectory@/home/transmart/transmart-miktmc/transmart-data/solr/solr/rwg/data/index lockFactory=org.apache.lucene.store.NativeFSLockFactory@4614675e; maxCacheMB=48.0 maxMergeSizeMB=4.0),segFN=segments_1,generation=1}
2240 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.core.SolrCore  – newest commit generation = 1
2240 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.core.SolrCore  – SolrDeletionPolicy.onInit: commits: num=1
	commit{dir=NRTCachingDirectory(org.apache.lucene.store.NIOFSDirectory@/home/transmart/transmart-miktmc/transmart-data/solr/solr/sample/data/index lockFactory=org.apache.lucene.store.NativeFSLockFactory@67a83272; maxCacheMB=48.0 maxMergeSizeMB=4.0),segFN=segments_1,generation=1}
2240 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.core.SolrCore  – newest commit generation = 1
2246 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@77ad7948 main
2246 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@299e6ee2 main
2246 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@228abb45 main
2251 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Initializing spell checkers
2251 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Initializing spell checkers
2251 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Initializing spell checkers
2258 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.spelling.DirectSolrSpellChecker  – init: {name=default,field=text,classname=solr.DirectSolrSpellChecker,distanceMeasure=internal,accuracy=0.5,maxEdits=2,minPrefix=1,maxInspections=5,minQueryLength=4,maxQueryFrequency=0.01}
2258 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.spelling.DirectSolrSpellChecker  – init: {name=default,field=text,classname=solr.DirectSolrSpellChecker,distanceMeasure=internal,accuracy=0.5,maxEdits=2,minPrefix=1,maxInspections=5,minQueryLength=4,maxQueryFrequency=0.01}
2258 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.spelling.DirectSolrSpellChecker  – init: {name=default,field=text,classname=solr.DirectSolrSpellChecker,distanceMeasure=internal,accuracy=0.5,maxEdits=2,minPrefix=1,maxInspections=5,minQueryLength=4,maxQueryFrequency=0.01}
2265 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – No queryConverter defined, using default converter
2265 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.handler.component.SpellCheckComponent  – No queryConverter defined, using default converter
2265 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.handler.component.SpellCheckComponent  – No queryConverter defined, using default converter
2267 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.handler.component.QueryElevationComponent  – Loading QueryElevation from: /home/transmart/transmart-miktmc/transmart-data/solr/solr/browse/conf/elevate.xml
2267 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.handler.component.QueryElevationComponent  – Loading QueryElevation from: /home/transmart/transmart-miktmc/transmart-data/solr/solr/sample/conf/elevate.xml
2267 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.handler.component.QueryElevationComponent  – Loading QueryElevation from: /home/transmart/transmart-miktmc/transmart-data/solr/solr/rwg/conf/elevate.xml
2291 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.handler.ReplicationHandler  – Commits will be reserved for  10000
2291 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.handler.ReplicationHandler  – Commits will be reserved for  10000
2291 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.handler.ReplicationHandler  – Commits will be reserved for  10000
2297 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@228abb45 main{StandardDirectoryReader(segments_1:1:nrt)}
2297 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@77ad7948 main{StandardDirectoryReader(segments_1:1:nrt)}
2297 [coreLoadExecutor-3-thread-3] INFO  org.apache.solr.core.CoreContainer  – registering core: rwg
2297 [coreLoadExecutor-3-thread-2] INFO  org.apache.solr.core.CoreContainer  – registering core: sample
2297 [coreLoadExecutor-3-thread-1] INFO  org.apache.solr.core.CoreContainer  – registering core: browse
2297 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@299e6ee2 main{StandardDirectoryReader(segments_1:1:nrt)}
2300 [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – user.dir=/home/transmart/transmart-miktmc/transmart-data/solr
2300 [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – SolrDispatchFilter.init() done
2322 [main] INFO  org.eclipse.jetty.server.AbstractConnector  – Started SocketConnector@0.0.0.0:8983
2330 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – [rwg] webapp=null path=null params={q=static+firstSearcher+warming+in+solrconfig.xml&distrib=false&event=firstSearcher} hits=0 status=0 QTime=32 
2330 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – [sample] webapp=null path=null params={q=static+firstSearcher+warming+in+solrconfig.xml&distrib=false&event=firstSearcher} hits=0 status=0 QTime=32 
2330 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=null path=null params={q=static+firstSearcher+warming+in+solrconfig.xml&distrib=false&event=firstSearcher} hits=0 status=0 QTime=32 
2330 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
2330 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
2331 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: default
2331 [searcherExecutor-4-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: default
2331 [searcherExecutor-4-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: wordbreak
2331 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
2331 [searcherExecutor-5-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: default
2331 [searcherExecutor-5-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: wordbreak
2331 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – [rwg] Registered new searcher Searcher@77ad7948 main{StandardDirectoryReader(segments_1:1:nrt)}
2331 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: wordbreak
2332 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – [browse] Registered new searcher Searcher@228abb45 main{StandardDirectoryReader(segments_1:1:nrt)}
2332 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – [sample] Registered new searcher Searcher@299e6ee2 main{StandardDirectoryReader(segments_1:1:nrt)}
24129 [qtp1819776360-15] INFO  org.apache.solr.handler.dataimport.DataImporter  – Loading DIH Configuration: data-config.xml
24139 [qtp1819776360-15] INFO  org.apache.solr.handler.dataimport.DataImporter  – Data Configuration loaded successfully
24144 [Thread-14] INFO  org.apache.solr.handler.dataimport.DataImporter  – Starting Full Import
24145 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/dataimport params={clean=true&command=full-import} status=0 QTime=18 
24158 [Thread-14] WARN  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Unable to read: dataimport.properties
24172 [qtp1819776360-16] INFO  org.apache.solr.handler.dataimport.DataImporter  – Loading DIH Configuration: data-config.xml
24180 [qtp1819776360-16] INFO  org.apache.solr.handler.dataimport.DataImporter  – Data Configuration loaded successfully
24181 [Thread-15] INFO  org.apache.solr.handler.dataimport.DataImporter  – Starting Full Import
24181 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [rwg] webapp=/solr path=/dataimport params={clean=true&command=full-import} status=0 QTime=11 
24204 [qtp1819776360-17] INFO  org.apache.solr.handler.dataimport.DataImporter  – Loading DIH Configuration: data-config.xml
24205 [Thread-15] WARN  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Unable to read: dataimport.properties
24218 [qtp1819776360-17] INFO  org.apache.solr.handler.dataimport.DataImporter  – Data Configuration loaded successfully
24222 [Thread-16] INFO  org.apache.solr.handler.dataimport.DataImporter  – Starting Full Import
24222 [qtp1819776360-17] INFO  org.apache.solr.core.SolrCore  – [sample] webapp=/solr path=/dataimport params={clean=true&command=full-import} status=0 QTime=22 
24238 [Thread-16] WARN  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Unable to read: dataimport.properties
24257 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity I2B2 with URL: jdbc:postgresql://localhost:5432/transmart
24257 [Thread-15] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity analysis with URL: jdbc:postgresql://localhost:5432/transmart
24262 [Thread-16] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity Samples with URL: jdbc:postgresql://localhost:5432/transmart
24531 [Thread-15] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 273
24532 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 275
24532 [Thread-16] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 270
24544 [Thread-16] INFO  org.apache.solr.handler.dataimport.DocBuilder  – Import completed successfully
24544 [Thread-16] INFO  org.apache.solr.update.UpdateHandler  – start commit{,optimize=false,openSearcher=true,waitSearcher=true,expungeDeletes=false,softCommit=false,prepareCommit=false}
24544 [Thread-16] INFO  org.apache.solr.update.UpdateHandler  – No uncommitted changes. Skipping IW.commit.
24545 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity PROGRAM with URL: jdbc:postgresql://localhost:5432/transmart
24546 [Thread-16] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@26326a33 main
24547 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@26326a33 main{StandardDirectoryReader(segments_1:1:nrt)}
24547 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
24547 [Thread-16] INFO  org.apache.solr.update.UpdateHandler  – end_commit_flush
24548 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – [sample] Registered new searcher Searcher@26326a33 main{StandardDirectoryReader(segments_1:1:nrt)}
24548 [Thread-16] WARN  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Unable to read: dataimport.properties
24550 [Thread-15] INFO  org.apache.solr.handler.dataimport.DocBuilder  – Import completed successfully
24550 [Thread-15] INFO  org.apache.solr.update.UpdateHandler  – start commit{,optimize=false,openSearcher=true,waitSearcher=true,expungeDeletes=false,softCommit=false,prepareCommit=false}
24551 [Thread-15] INFO  org.apache.solr.update.UpdateHandler  – No uncommitted changes. Skipping IW.commit.
24552 [Thread-15] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@9d19bcb main
24552 [Thread-15] INFO  org.apache.solr.update.UpdateHandler  – end_commit_flush
24553 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@9d19bcb main{StandardDirectoryReader(segments_1:1:nrt)}
24553 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
24553 [searcherExecutor-4-thread-1] INFO  org.apache.solr.core.SolrCore  – [rwg] Registered new searcher Searcher@9d19bcb main{StandardDirectoryReader(segments_1:1:nrt)}
24553 [Thread-15] WARN  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Unable to read: dataimport.properties
24556 [Thread-16] INFO  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Wrote last indexed time to dataimport.properties
24556 [Thread-15] INFO  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Wrote last indexed time to dataimport.properties
24556 [Thread-16] INFO  org.apache.solr.handler.dataimport.DocBuilder  – Time taken = 0:0:0.318
24556 [Thread-15] INFO  org.apache.solr.handler.dataimport.DocBuilder  – Time taken = 0:0:0.350
24556 [Thread-16] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [sample] webapp=/solr path=/dataimport params={clean=true&command=full-import} status=0 QTime=22 {deleteByQuery=*:* (-1738178635683069952),commit=} 0 22
24556 [Thread-15] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [rwg] webapp=/solr path=/dataimport params={clean=true&command=full-import} status=0 QTime=11 {deleteByQuery=*:* (-1738178635653709824),commit=} 0 11
24576 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 30
24594 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity STUDY with URL: jdbc:postgresql://localhost:5432/transmart
24615 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 21
24626 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity ASSAY with URL: jdbc:postgresql://localhost:5432/transmart
24646 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 20
24656 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity ANALYSIS with URL: jdbc:postgresql://localhost:5432/transmart
24678 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 21
24685 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Creating a connection for entity FOLDER with URL: jdbc:postgresql://localhost:5432/transmart
24704 [Thread-14] INFO  org.apache.solr.handler.dataimport.JdbcDataSource  – Time taken for getConnection(): 19
24707 [Thread-14] INFO  org.apache.solr.handler.dataimport.DocBuilder  – Import completed successfully
24708 [Thread-14] INFO  org.apache.solr.update.UpdateHandler  – start commit{,optimize=false,openSearcher=true,waitSearcher=true,expungeDeletes=false,softCommit=false,prepareCommit=false}
24708 [Thread-14] INFO  org.apache.solr.update.UpdateHandler  – No uncommitted changes. Skipping IW.commit.
24708 [Thread-14] INFO  org.apache.solr.search.SolrIndexSearcher  – Opening Searcher@6f7340f7 main
24709 [Thread-14] INFO  org.apache.solr.update.UpdateHandler  – end_commit_flush
24709 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@6f7340f7 main{StandardDirectoryReader(segments_1:1:nrt)}
24710 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
24710 [searcherExecutor-5-thread-1] INFO  org.apache.solr.core.SolrCore  – [browse] Registered new searcher Searcher@6f7340f7 main{StandardDirectoryReader(segments_1:1:nrt)}
24710 [Thread-14] WARN  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Unable to read: dataimport.properties
24711 [Thread-14] INFO  org.apache.solr.handler.dataimport.SimplePropertiesWriter  – Wrote last indexed time to dataimport.properties
24711 [Thread-14] INFO  org.apache.solr.handler.dataimport.DocBuilder  – Time taken = 0:0:0.553
24711 [Thread-14] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [browse] webapp=/solr path=/dataimport params={clean=true&command=full-import} status=0 QTime=18 {deleteByQuery=*:* (-1738178635628544000),commit=} 0 18
299120 [qtp1819776360-18] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*kidney*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=25 
64463133 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*nih*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=8 
64480898 [qtp1819776360-23] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*mca*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=4 
64809796 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*mca*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=3 
6539549472 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*egfr*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=253 
6559282211 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*egfr*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=4 
6559402552 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*egfr*+OR+text:"heart+rate")&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=7 
6559424265 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*egfr*+OR+text:"heart+rate")&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=3 
6559435109 [qtp1819776360-23] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:"heart+rate")&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=1 
6559459960 [qtp1819776360-18] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*pulse*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=3 
6559593655 [qtp1819776360-17] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*pulse*+OR+text:*egfr*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=5 
6559721595 [qtp1819776360-17] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*pulse*+OR+text:*egfr*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=5 
6559833729 [qtp1819776360-17] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*pulse*+OR+text:*egfr*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=4 
6559950731 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*egfr*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
6560015825 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*bmi*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
6560765085 [qtp1819776360-23] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*remote*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
11499793136 [qtp1819776360-23] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*statin*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=206 
11500775448 [qtp1819776360-18] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*statin*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
12857987425 [qtp1819776360-18] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*a1c*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=49 
20739873033 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*age*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=335 
20739876727 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*sadness*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=3 
20739893863 [qtp1819776360-20] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*age*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
20739915180 [qtp1819776360-17] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*age*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=1 
20739957835 [qtp1819776360-22] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*age*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=3 
20739957880 [qtp1819776360-22] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(GENE:("GENE:1650"))&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=1 
20739960134 [qtp1819776360-22] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(GENE:("GENE:1650"))&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=0 
20808502808 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*age*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=3 
20809197955 [qtp1819776360-21] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*heart*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
21762188732 [qtp1819776360-21] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(GENE:("GENE:23780"))&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=35 
23572061859 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(GENE:("GENE:29974"))&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=72 
23572067693 [qtp1819776360-23] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*a1v*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
23572073449 [qtp1819776360-23] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*a1c*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=2 
23572184737 [qtp1819776360-15] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*bmi*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=1 
23673452487 [qtp1819776360-16] INFO  org.apache.solr.core.SolrCore  – [browse] webapp=/solr path=/select/ params={q=(text:*complete*)&fl=id,folder&rows=1000&facet=false} hits=0 status=0 QTime=5 
